Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
4108,800 DX,Maruti,1996,40000,32000,Petrol
4109,Wagon R AMT VXI Option,Maruti,2018,509999,8000,Petrol
4110,Etios Liva VD,Toyota,2015,387000,170000,Diesel
4111,Alto 800 VXI,Maruti,2014,235000,25000,Petrol
4112,Sumo SE Plus BSII,Tata,2000,95000,120000,Diesel
4113,Swift Vdi BSIII,Maruti,2010,340000,110000,Diesel
4114,XUV500 W6 2WD,Mahindra,2016,1000000,100000,Diesel
4115,Ikon 1.4 TDCi DuraTorq,Ford,2009,160000,115000,Diesel
4116,Scorpio SLX 4WD LE,Mahindra,2008,365000,120000,Diesel
4117,Fabia 1.2L Diesel Elegance,Skoda,2011,300000,265000,Diesel
4118,Swift Vdi BSIII,Maruti,2008,260000,90000,Diesel
4119,Jazz V CVT,Honda,2018,860000,40000,Petrol
4120,Verna 1.6 Xi ABS,Hyundai,2008,114999,55000,Petrol
4121,Alto LXi,Maruti,2007,100000,90000,Petrol
4122,Vento 1.5 TDI Highline,Volkswagen,2014,565000,111000,Diesel
4123,Xylo E4 BS III,Mahindra,2013,450000,120000,Diesel
4124,Baleno Zeta 1.2,Maruti,2017,625000,15000,Petrol
4125,Alto 800 VXI,Maruti,2016,280000,30000,Petrol
4126,Alto K10 VXI,Maruti,2017,330000,50000,Petrol
4127,Creta 1.6 CRDi Anniversary Edition,Hyundai,2015,1300000,40000,Diesel
4128,Indica V2 GLX BSIII,Tata,2008,65000,50000,Petrol
4129,Tiago 1.2 Revotron XZ,Tata,2018,480000,45000,Petrol
4130,Tiago 1.05 Revotorq XZ,Tata,2016,400000,35000,Diesel
4131,New Safari DICOR 2.2 GX 4x2,Tata,2009,500000,80000,Diesel
4132,Xylo E4 ABS BS IV,Mahindra,2012,320000,120000,Diesel
4133,XUV500 W8 2WD,Mahindra,2014,750000,90000,Diesel
4134,Bolero Power Plus SLE,Mahindra,2017,620000,100000,Diesel
4135,Swift Dzire ZDi,Maruti,2011,300000,120000,Diesel
4136,Creta 1.6 SX Option Executive,Hyundai,2018,1405000,15000,Petrol
4137,Alto 800 LX,Maruti,2017,282000,15000,Petrol
4138,Swift Dzire AMT VXI,Maruti,2017,700000,15000,Petrol
4139,Figo Aspire 1.5 TDCi Titanium,Ford,2017,700000,70000,Diesel
4140,EcoSport 1.5 TDCi Titanium BSIV,Ford,2015,600000,135000,Diesel
4141,Rapid 1.6 TDI Ambition,Skoda,2012,290000,80000,Diesel
4142,Cruze LTZ AT,Chevrolet,2011,430000,80000,Diesel
4143,i20 1.2 Magna Executive,Hyundai,2017,575000,19000,Petrol
4144,Creta 1.6 VTVT E Plus,Hyundai,2017,875000,42000,Petrol
4145,Wagon R LXI BSIII,Maruti,2010,180000,77000,Petrol
4146,Ritz VDi,Maruti,2012,229999,120000,Diesel
4147,Glanza G CVT,Toyota,2019,800000,10000,Petrol
4148,Spark 1.0 LT Option Pack w/ Airbag,Chevrolet,2009,60000,110000,Petrol
4149,SX4 Vxi BSIII,Maruti,2009,150000,110000,Petrol
4150,Indigo Grand Dicor,Tata,2007,100000,90000,Diesel
4151,Creta 1.6 Gamma SX Plus,Hyundai,2015,900000,90000,Petrol
4152,i20 1.4 Asta Option,Hyundai,2018,850000,50000,Diesel
4153,Beat Diesel LT,Chevrolet,2014,220000,50000,Diesel
4154,Alto 800 LXI,Maruti,2014,250000,40000,Petrol
4155,Indica Vista Quadrajet LS,Tata,2012,125000,120000,Diesel
4156,Creta 1.6 SX,Hyundai,2018,1200000,27000,Petrol
4157,Indigo CR4,Tata,2013,250000,100000,Diesel
4158,i20 Sportz 1.4 CRDi,Hyundai,2014,440000,70000,Diesel
4159,Tiago 1.2 Revotron XT,Tata,2017,400000,40000,Petrol
4160,800 Std,Maruti,2002,50000,62000,Petrol
4161,Verna VTVT 1.6 SX Option,Hyundai,2018,1000000,10000,Petrol
4162,City i DTEC VX,Honda,2014,600000,160000,Diesel
4163,i20 1.2 Asta,Hyundai,2010,250000,60000,Petrol
4164,Bolero SLE,Mahindra,2009,310000,110000,Diesel
4165,Wagon R VXI,Maruti,2005,120000,60000,Petrol
4166,Xylo E4 BS III,Mahindra,2014,390000,78000,Diesel
4167,Santro Sportz BSIV,Hyundai,2019,458000,30000,Petrol
4168,EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,950000,20000,Diesel
4169,Swift Dzire VXI 1.2 BS IV,Maruti,2017,650000,21000,Petrol
4170,Swift Star VDI,Maruti,2013,400000,70000,Diesel
4171,Grand i10 AT Asta,Hyundai,2015,400000,70000,Petrol
4172,Alto LX,Maruti,2006,100000,42500,Petrol
4173,i10 Asta,Hyundai,2012,350000,25000,Petrol
4174,Aria Prestige 4x2,Tata,2013,450000,80000,Diesel
4175,Scorpio 2.6 DX,Mahindra,2006,350000,90000,Diesel
4176,Polo Diesel Trendline 1.2L,Volkswagen,2010,250000,80000,Diesel
4177,Bolero 2011-2019 ZLX,Mahindra,2013,450000,146000,Diesel
4178,800 AC BSIII,Maruti,2013,157000,47200,Petrol
4179,XUV500 W11 Option BSIV,Mahindra,2018,1500000,60000,Diesel
4180,XUV500 W11 Option BSIV,Mahindra,2018,1500000,60000,Diesel
4181,Indica GLS BS IV,Tata,2007,75000,100000,Petrol
4182,Tavera B1-10 seats BSII,Chevrolet,2010,280000,100000,Diesel
4183,i20 Magna 1.2,Hyundai,2015,600000,35000,Petrol
4184,Sumo CX,Tata,2012,250999,120000,Diesel
4185,Corolla Altis 1.8 Sport,Toyota,2010,350000,80000,Petrol
4186,KWID 1.0 RXT Optional,Renault,2016,300000,34000,Petrol
4187,Duster 85PS Diesel RxS,Renault,2017,819999,50000,Diesel
4188,Indigo TDI,Tata,2010,409999,100000,Diesel
4189,Verna 1.6 Xi ABS,Hyundai,2008,275000,52000,Petrol
4190,Ertiga VDI,Maruti,2013,497000,110000,Diesel
4191,i20 Asta 1.2,Hyundai,2015,500000,70000,Petrol
4192,Bolero 2011-2019 Camper,Mahindra,2006,170000,120000,Diesel
4193,Ecosport 1.5 DV5 MT Trend,Ford,2016,515000,68609,Diesel
4194,EcoSport 1.5 TDCi Titanium BE BSIV,Ford,2018,925000,33360,Diesel
4195,Marazzo M8,Mahindra,2019,1460000,5000,Diesel
4196,MUX 2WD,Isuzu,2019,2700000,10000,Diesel
4197,Nexon 1.5 Revotorq XZ Plus,Tata,2017,830000,35000,Diesel
4198,EcoSport 1.5 Diesel Titanium BSIV,Ford,2019,975000,30000,Diesel
4199,Aspire Trend Plus,Ford,2018,620000,15000,Petrol
4200,Kicks XL BSIV,Nissan,2019,860000,14317,Petrol
4201,GO T Option BSIV,Datsun,2018,430000,5000,Petrol
4202,City i-VTEC CVT ZX,Honda,2019,1227000,5000,Petrol
4203,City i VTEC V,Honda,2017,860000,28000,Petrol
4204,EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,950000,40000,Diesel
4205,Figo Diesel Titanium,Ford,2012,225000,87237,Diesel
4206,Captiva LT,Chevrolet,2011,500000,99500,Diesel
4207,Figo 1.5D Trend MT,Ford,2017,500000,62960,Diesel
4208,Hector Smart DCT,MG,2019,1700000,16500,Petrol
4209,Ertiga VDI,Maruti,2014,545000,110000,Diesel
4210,Swift VDI,Maruti,2011,400000,72000,Diesel
4211,Swift Dzire LDI,Maruti,2018,650000,50000,Diesel
4212,Verna 1.6 Xi ABS,Hyundai,2008,114999,55000,Petrol
4213,Baleno Sigma 1.3,Maruti,2015,562000,60000,Diesel
4214,Sumo SE,Tata,2002,96000,120000,Diesel
4215,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
4216,ES 300h,Lexus,2019,5150000,20000,Petrol
4217,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
4218,Safari Storme EX,Tata,2015,503000,110000,Diesel
4219,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
4220,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
4221,Wagon R LXI,Maruti,2013,225000,58343,Petrol
4222,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
4223,Jazz VX,Honda,2016,550000,56494,Petrol
4224,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
4225,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
4226,Etios VX,Toyota,2017,625000,25538,Petrol
4227,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
4228,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
4229,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
4230,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
4231,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
4232,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
4233,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
4234,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
4235,ES 300h,Lexus,2019,5150000,20000,Petrol
4236,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
4237,Safari Storme EX,Tata,2015,503000,110000,Diesel
4238,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
4239,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
4240,Wagon R LXI,Maruti,2013,225000,58343,Petrol
4241,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
4242,Jazz VX,Honda,2016,550000,56494,Petrol
4243,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
4244,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
4245,Etios VX,Toyota,2017,625000,25538,Petrol
4246,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
4247,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
4248,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
4249,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
4250,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
4251,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
4252,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
4253,Lancer 2.0 LXd,Mitsubishi,1999,155000,100000,Diesel
4254,Swift VDI BSIV,Maruti,2009,210000,120000,Diesel
4255,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
4256,ES 300h,Lexus,2019,5150000,20000,Petrol
4257,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
4258,Safari Storme EX,Tata,2015,503000,110000,Diesel
4259,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
4260,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
4261,Wagon R LXI,Maruti,2013,225000,58343,Petrol
4262,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
4263,Jazz VX,Honda,2016,550000,56494,Petrol
4264,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
4265,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
4266,Etios VX,Toyota,2017,625000,25538,Petrol
4267,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
4268,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
4269,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
4270,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
4271,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
4272,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
4273,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
4274,Fiesta 1.5 TDCi Titanium,Ford,2015,590000,80000,Diesel
4275,Xcent 1.1 CRDi S,Hyundai,2016,350000,120000,Diesel
4276,Ignis 1.2 Zeta BSIV,Maruti,2017,484999,30000,Petrol
4277,Indica Vista TDI LS,Tata,2015,240000,110000,Diesel
4278,Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,2008,500000,219000,Diesel
4279,Alto 800 LXI,Maruti,2017,300000,80000,Petrol
4280,Ciaz RS ZDi Plus SHVS,Maruti,2016,750000,80000,Diesel
4281,Swift Dzire VXI,Maruti,2016,574000,35000,Petrol
4282,Indica Vista Quadrajet 90 VX,Tata,2013,200000,167000,Diesel
4283,Creta 1.6 CRDi SX Option,Hyundai,2016,1100000,94000,Diesel
4284,Santro Xing GL Plus,Hyundai,2012,350000,80000,Petrol
4285,800 DX,Maruti,1998,70000,100000,Petrol
4286,Ikon 1.3 Flair,Ford,2005,120000,90000,Petrol
4287,Innova 2.5 G (Diesel) 7 Seater,Toyota,2012,700000,246000,Diesel
4288,Baleno Sigma 1.2,Maruti,2019,500000,10000,Petrol
4289,Indigo CS LS (TDI) BS-III,Tata,2016,370000,90000,Diesel
4290,Tigor 2017-2020 XZ Plus,Tata,2019,600000,5200,Petrol
4291,Zen LX - BS III,Maruti,2006,100000,120000,Petrol
4292,Swift VDI,Maruti,2013,409999,90000,Diesel
4293,City i VTEC CVT SV,Honda,2016,750000,50000,Petrol
4294,Grand i10 1.2 Kappa Asta,Hyundai,2017,600000,5000,Petrol
4295,KUV 100 G80 K8 Dual Tone,Mahindra,2018,550000,10500,Petrol
4296,Duster 110PS Diesel RxZ,Renault,2018,950000,26000,Diesel
4297,Scorpio VLX 2WD ABS AT BSIII,Mahindra,2014,645000,139000,Diesel
4298,XUV500 W8 2WD,Mahindra,2014,750000,60000,Diesel
4299,New C-Class C 200 Kompressor Elegance MT,Mercedes-Benz,2006,650000,40000,Petrol
4300,EcoSport 1.5 Ti VCT MT Titanium BSIV,Ford,2015,800000,25000,Petrol
4301,Corolla Altis 1.8 J,Toyota,2010,350000,60000,Petrol
4302,EcoSport 1.5 Ti VCT MT Titanium BSIV,Ford,2015,700000,25000,Petrol
4303,Swift Dzire ZXi,Maruti,2011,335000,15000,Petrol
4304,Swift Dzire LDi,Maruti,2012,270000,110000,Diesel
4305,Santro GLS I - Euro II,Hyundai,2001,52000,70000,Petrol
4306,Swift Dzire ZDi,Maruti,2010,320000,100000,Diesel
4307,Santro Xing XS,Hyundai,2007,120000,120000,Petrol
4308,A4 1.8 TFSI,Audi,2010,730000,55000,Petrol
4309,SX4 Vxi BSIII,Maruti,2007,125000,120000,Petrol
4310,Zen Estilo 1.1 LXI BSIII,Maruti,2007,150000,35000,Petrol
4311,Alto 800 LXI,Maruti,2018,310000,13000,Petrol
4312,Swift Dzire VDI,Maruti,2015,625000,50000,Diesel
4313,i10 Magna,Hyundai,2012,267000,40000,Petrol
4314,i20 Active 1.2 SX Dual Tone,Hyundai,2016,600000,25000,Petrol
4315,Eeco 7 Seater Standard BSIV,Maruti,2011,180000,110000,Petrol
4316,Glanza G Smart Hybrid,Toyota,2019,700000,5000,Petrol
4317,800 AC,Maruti,2013,121000,50000,Petrol
4318,Grand i10 Asta,Hyundai,2014,350000,80000,Petrol
4319,Innova 2.5 G (Diesel) 8 Seater,Toyota,2012,869999,225000,Diesel
4320,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
4321,ES 300h,Lexus,2019,5150000,20000,Petrol
4322,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
4323,Safari Storme EX,Tata,2015,503000,110000,Diesel
4324,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
4325,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
4326,Wagon R LXI,Maruti,2013,225000,58343,Petrol
4327,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
4328,Jazz VX,Honda,2016,550000,56494,Petrol
4329,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
4330,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
4331,Etios VX,Toyota,2017,625000,25538,Petrol
4332,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
4333,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
4334,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
4335,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
4336,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
4337,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
4338,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
4339,Wagon R LX BSIII,Maruti,2008,80000,100000,Petrol
4340,i10 Era 1.1,Hyundai,2008,120000,93331,Petrol
4341,Scorpio M2DI,Mahindra,2012,370000,120000,Diesel
4342,Terrano XL 110 PS,Nissan,2015,750000,70000,Diesel
4343,Bolero Power Plus Plus Non AC BSIV PS,Mahindra,2015,484999,100000,Diesel
4344,Accent CRDi,Hyundai,2006,120000,90000,Diesel
4345,City i VTEC V,Honda,2017,860000,28000,Petrol
4346,Swift Dzire LDI,Maruti,2018,650000,50000,Diesel
4347,Ertiga ZDI,Maruti,2014,650000,90000,Diesel
4348,Verna 1.4 CRDi,Hyundai,2016,710000,40000,Diesel
4349,Figo 1.5D Base MT,Ford,2017,430000,113000,Diesel
4350,Swift Vdi BSIII,Maruti,2011,305000,188000,Diesel
4351,Figo Diesel Titanium,Ford,2011,220000,100000,Diesel
4352,Sumo MKII Turbo 2.0 LX,Tata,2010,150000,225000,Diesel
4353,TUV 300 mHAWK100 T8,Mahindra,2017,660000,67000,Diesel
4354,Beat Diesel LT Option,Chevrolet,2011,140000,70000,Diesel
4355,Corolla Altis JS MT,Toyota,2015,1100000,50000,Petrol
4356,XF 2.2 Litre Luxury,Jaguar,2013,2450000,60000,Diesel
4357,Ameo 1.5 TDI Comfortline AT,Volkswagen,2017,625000,34000,Diesel
4358,City 1.5 GXI,Honda,2004,198000,110000,Petrol
4359,Santro GS zipPlus,Hyundai,2001,60000,71000,Petrol
4360,Wagon R LXI,Maruti,2005,130000,140000,Petrol
4361,City Corporate Edition,Honda,2012,540000,100000,Petrol
4362,Grand i10 1.2 Kappa Sportz AT,Hyundai,2017,550000,10000,Petrol
4363,Celerio ZXI Optional,Maruti,2018,475000,30000,Petrol
4364,Fortuner 2.8 4WD AT BSIV,Toyota,2016,3100000,90000,Diesel
4365,Ritz VDi,Maruti,2010,217000,120000,Diesel
4366,Santro LE,Hyundai,2002,35000,184000,Petrol
4367,Swift Dzire AMT ZXI Plus,Maruti,2019,750000,6500,Petrol
4368,Gypsy King ST BSIII,Maruti,2010,350000,80000,Petrol
4369,Scorpio VLS 2.2 mHawk,Mahindra,2008,400000,100000,Diesel
4370,Etios VD,Toyota,2015,570000,120000,Diesel
4371,EON Era Plus,Hyundai,2012,180000,120000,Petrol
4372,Astra 1.6,Opel,1998,68000,110000,Petrol
4373,Octavia Classic 1.9 TDI MT,Skoda,2006,280000,150000,Diesel
4374,Indigo LS,Tata,2005,90000,120000,Diesel
4375,M-Class ML 250 CDI,Mercedes-Benz,2015,2600000,100000,Diesel
4376,Sumo Gold EX,Tata,2018,700000,63000,Diesel
4377,GLA Class 200 CDI,Mercedes-Benz,2016,1850000,40000,Diesel
4378,Ecosport 1.5 DV5 MT Titanium,Ford,2015,685000,109000,Diesel
4379,Swift VDI Windsong Limited edition,Maruti,2015,565000,114000,Diesel
4380,Octavia Elegance 1.8 TSI AT,Skoda,2017,1600000,33000,Petrol
4381,Grand i10 CRDi Asta Option,Hyundai,2014,395000,160000,Diesel
4382,i20 Sportz 1.4 CRDi,Hyundai,2013,425000,101000,Diesel
4383,Vento 1.5 TDI Highline BSIV,Volkswagen,2019,1350000,5400,Diesel
4384,Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,2016,1950000,45000,Diesel
4385,KWID AMT RXL,Renault,2018,535000,31000,Petrol
4386,KWID 1.0 RXT Optional,Renault,2018,500000,31000,Petrol
4387,Wagon R VXI Opt 1.2,Maruti,2016,434999,55000,Petrol
4388,Nano XTA,Tata,2018,250000,55000,Petrol
4389,Verna 1.6 SX,Hyundai,2014,700000,117000,Diesel
4390,3 Series 320d Luxury Line,BMW,2010,1100000,102000,Diesel
4391,Passat 2.0 TDI AT Highline,Volkswagen,2012,900000,108000,Diesel
4392,Wagon R VXI 1.2,Maruti,2015,425000,75000,Petrol
4393,E-Class E 220 CDI Avantgarde,Mercedes-Benz,2011,1600000,74000,Diesel
4394,Figo Titanium Diesel,Ford,2013,325000,158000,Diesel
4395,MUX 2WD,Isuzu,2019,2700000,10000,Diesel
4396,EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,950000,40000,Diesel
4397,Nexon 1.5 Revotorq XZA Plus,Tata,2019,1140000,10000,Diesel
4398,Hexa XE,Tata,2017,980000,53000,Diesel
4399,Compass 2.0 Limited Option 4X4,Jeep,2017,1920000,20000,Diesel
4400,Polo 1.0 TSI Highline Plus,Volkswagen,2020,808000,5000,Petrol
4401,Swift Dzire VXI,Maruti,2014,550000,30000,Petrol
4402,Alto LXi,Maruti,2010,215000,64000,Petrol
4403,Figo 1.2P Titanium Opt MT,Ford,2016,512000,10500,Petrol
4404,Alto LXi,Maruti,2011,215000,50000,Petrol
4405,Rapid 1.6 TDI Elegance,Skoda,2012,500000,60000,Diesel
4406,Rapid 1.5 TDI Elegance Black Package,Skoda,2015,700000,35000,Diesel
4407,Safari DICOR 2.2 LX 4x2,Tata,2012,525000,135000,Diesel
4408,Scorpio LX BSIV,Mahindra,2011,550000,70000,Diesel
4409,Vitara Brezza ZDi,Maruti,2016,750000,80000,Diesel
4410,Celerio X VXI Option BSIV,Maruti,2017,395000,25000,Petrol
4411,i20 2015-2017 Sportz 1.2,Hyundai,2017,675000,5000,Petrol
4412,Santro Xing GLS,Hyundai,2008,140000,80000,Petrol
4413,Scorpio VLX 2WD BSIV,Mahindra,2011,430000,120000,Diesel
4414,XE 2016-2019 2.0L Diesel Prestige,Jaguar,2017,2711000,9000,Diesel
4415,ES 300h,Lexus,2019,5150000,20000,Petrol
4416,XF 2.0 Diesel Portfolio,Jaguar,2017,3200000,45000,Diesel
4417,Safari Storme EX,Tata,2015,503000,110000,Diesel
4418,XC40 D4 Inscription BSIV,Volvo,2019,3800000,20000,Diesel
4419,Camry 2.5 Hybrid,Toyota,2016,2000000,68089,Petrol
4420,Wagon R LXI,Maruti,2013,225000,58343,Petrol
4421,Baleno Alpha 1.3,Maruti,2018,740000,38817,Diesel
4422,Jazz VX,Honda,2016,550000,56494,Petrol
4423,Innova 2.5 VX (Diesel) 7 Seater,Toyota,2013,750000,79328,Diesel
4424,Swift AMT VVT VXI,Maruti,2019,650000,5621,Petrol
4425,Etios VX,Toyota,2017,625000,25538,Petrol
4426,Swift AMT ZXI,Maruti,2018,600000,69779,Petrol
4427,Grand i10 1.2 CRDi Sportz,Hyundai,2017,450000,56290,Diesel
4428,X4 M Sport X xDrive20d,BMW,2019,5400000,7500,Diesel
4429,X4 M Sport X xDrive20d,BMW,2019,5500000,8500,Diesel
4430,Amaze V CVT Petrol BSIV,Honda,2019,779000,7032,Petrol
4431,Rapid 1.6 MPI AT Elegance,Skoda,2016,645000,11000,Petrol
4432,V40 D3 R-Design,Volvo,2018,2475000,2000,Diesel
4433,Etios V,Toyota,2011,270000,167000,Petrol
4434,Etios V,Toyota,2011,270000,167000,Petrol
4435,Wagon R LXI BS IV,Maruti,2014,300000,10000,Petrol
4436,Sail Hatchback Diesel,Chevrolet,2013,355000,68000,Diesel
4437,Alto 800 VXI,Maruti,2015,180000,35000,Petrol
4438,Indigo eCS VX BSIV,Tata,2013,280000,70000,Diesel
4439,Manza ELAN Quadrajet BS III,Tata,2011,250000,70000,Diesel
4440,Indica GLS BS IV,Tata,2007,125000,50000,Petrol
4441,Swift VDI BSIV,Maruti,2006,150000,80000,Diesel
4442,Santro Xing XL,Hyundai,2006,95000,60898,Petrol
4443,S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,2018,810000,29700,Diesel
4444,i20 1.4 Magna AT,Hyundai,2018,671000,20000,Petrol
4445,Alto 800 VXI,Maruti,2018,295000,20000,Petrol
4446,Ertiga SHVS ZDI Plus,Maruti,2017,850000,40000,Diesel
4447,Swift ZDi,Maruti,2013,409999,90000,Diesel
4448,Ertiga VXI,Maruti,2015,600000,90000,Petrol
4449,Bolero 2011-2019 ZLX,Mahindra,2015,600000,80000,Diesel
4450,Wagon R LXI BSIII,Maruti,2012,220000,60000,Petrol
4451,Swift Dzire VDI,Maruti,2013,550000,56000,Diesel
4452,Scorpio EX,Mahindra,2014,650000,50000,Diesel
4453,Scorpio 2009-2014 EX 2WD 9S,Mahindra,2014,655000,50000,Diesel
4454,Sumo GX 7 Str BSII,Tata,2006,130000,74000,Diesel
4455,Duster 110PS Diesel RxL,Renault,2014,400000,123000,Diesel
4456,Swift 1.3 LXI,Maruti,2007,250000,60000,Petrol
4457,Alto LXi,Maruti,2009,155000,54000,Petrol
4458,Indigo CS eGLS BS IV,Tata,2013,250000,50000,Petrol
4459,Grand i10 Sportz,Hyundai,2014,400000,80000,Petrol
4460,GO A Option Petrol,Datsun,2019,500000,10000,Petrol
4461,Santro Sportz AMT BSIV,Hyundai,2018,565000,10000,Petrol
4462,EcoSport 1.5 Diesel Titanium BSIV,Ford,2018,900000,40000,Diesel
4463,Bolero Power Plus SLE,Mahindra,2017,650000,120000,Diesel
4464,Bolero 2011-2019 ZLX,Mahindra,2013,600000,45000,Diesel
4465,Swift Dzire VDI,Maruti,2018,800000,35000,Diesel
4466,i20 Sportz 1.4 CRDi,Hyundai,2015,575000,60000,Diesel
4467,Figo 1.5P Titanium AT,Ford,2016,550000,40000,Petrol
4468,SX4 Vxi BSIV,Maruti,2011,190000,80000,Petrol
4469,EcoSport 1.5 Diesel Trend Plus BSIV,Ford,2017,750000,37000,Diesel
4470,Baleno Delta 1.2,Maruti,2018,625000,22000,Petrol
4471,i20 1.4 Asta,Hyundai,2018,799000,60000,Diesel
4472,Wagon R VXI BS IV,Maruti,2013,300000,57000,Petrol
4473,Ciaz 1.4 Alpha,Maruti,2017,850000,27000,Petrol
4474,Spark 1.0 LT,Chevrolet,2012,130000,70000,Petrol
4475,Alto K10 2010-2014 VXI,Maruti,2011,229999,40000,Petrol
4476,Celerio ZXI,Maruti,2015,400000,60000,Petrol
4477,Thar CRDe,Mahindra,2018,900000,35000,Diesel
4478,Scorpio 1.99 S4,Mahindra,2015,800000,70000,Diesel
4479,EON Era Plus,Hyundai,2015,250999,43000,Petrol
4480,Manza Aqua Safire,Tata,2011,250000,110000,Petrol
4481,Punto 1.2 Active,Fiat,2009,100000,100000,Petrol
4482,Swift VXI Optional,Maruti,2016,450000,64000,Petrol
4483,Duster 85PS Diesel STD,Renault,2017,575000,96000,Diesel
4484,Duster 85PS Diesel RxL Optional,Renault,2013,400000,96000,Diesel
4485,Celerio X ZXI BSIV,Maruti,2019,480000,7600,Petrol
4486,Celerio X ZXI BSIV,Maruti,2019,490000,7000,Petrol
4487,Indigo LX,Tata,2007,150000,120000,Diesel
4488,Bolt Quadrajet XM,Tata,2017,600000,50000,Diesel
4489,Xcent 1.1 CRDi SX Option,Hyundai,2015,500000,50000,Diesel
4490,Zest Quadrajet 1.3 Anniversary Edition,Tata,2015,425000,80000,Diesel
4491,Accent DLS,Hyundai,2003,108000,200000,Diesel
4492,Innova 2.5 ZX Diesel 7 Seater BSIII,Toyota,2015,1030000,190000,Diesel
4493,Wagon R VXI Optional,Maruti,2015,360000,34000,Petrol
4494,Polo Petrol Comfortline 1.2L,Volkswagen,2012,290000,80000,Petrol
4495,Swift VDI,Maruti,2011,400000,72000,Diesel
4496,Esteem DI,Maruti,2003,70000,20000,Diesel
